seed1,team1,score1,seed2,team2,score2,round,year
2,Miami (Fla.),78,15,Pacific,49,64,2013
3,Marquette,59,14,Davidson,58,64,2013
4,Syracuse,81,13,Montana,34,64,2013
12,California,64,5,UNLV,61,64,2013
6,Butler,68,11,Bucknell,56,64,2013
7,Illinois,57,10,Colorado,49,64,2013
9,Temple,76,8,NC State,72,64,2013
1,Kansas,64,16,Western Kentucky,57,64,2013
15,Florida Gulf Coast,78,2,Georgetown,68,64,2013
3,Florida,79,14,Northwestern State,47,64,2013
4,Michigan,71,13,South Dakota State,56,64,2013
5,VCU,88,12,Akron,42,64,2013
11,Minnesota,83,6,UCLA,63,64,2013
7,San Diego State,70,10,Oklahoma,55,64,2013
8,North Carolina,78,9,Villanova,71,64,2013
1,Louisville,82,8,Colorado State,56,32,2013
2,Duke,66,7,Creighton,50,32,2013
3,Michigan State,70,6,Memphis,48,32,2013
12,Oregon,74,4,Saint Louis,57,32,2013
9,Wichita State,76,1,Gonzaga,70,32,2013
2,Ohio State,78,10,Iowa State,75,32,2013
6,Arizona,74,14,Harvard,51,32,2013
13,La Salle,76,12,Ole Miss,74,32,2013
1,Indiana,58,9,Temple,52,32,2013
2,Miami (Fla.),63,7,Illinois,59,32,2013
3,Marquette,74,6,Butler,72,32,2013
4,Syracuse,66,12,California,60,32,2013
1,Kansas,70,8,North Carolina,58,32,2013
15,Florida Gulf Coast,81,7,San Diego State,71,32,2013
3,Florida,78,11,Minnesota,64,32,2013
4,Michigan,78,5,VCU,53,32,2013
1,Louisville,77,12,Oregon,69,16,2013
2,Duke,71,3,Michigan State,61,16,2013
9,Wichita State,72,13,La Salle,58,16,2013
2,Ohio State,73,6,Arizona,70,16,2013
4,Syracuse,61,1,Indiana,50,16,2013
3,Marquette,71,2,Miami (Fla.),61,16,2013
4,Michigan,87,1,Kansas,85,16,2013
3,Florida,62,15,Florida Gulf Coast,50,16,2013
1,Louisville,85,2,Duke,63,8,2013
9,Wichita State,70,2,Ohio State,66,8,2013
4,Syracuse,55,3,Marquette,39,8,2013
4,Michigan,79,3,Florida,59,8,2013
1,Louisville,72,9,Wichita State,68,4,2013
4,Michigan,61,4,Syracuse,56,4,2013
1,Louisville,82,4,Michigan,76,2,2013
16,Albany,71,16,Mount St. Mary's,64,0,2014
16,Cal Poly,81,16,Texas Southern,69,0,2014
12,NC State,74,12,Xavier,59,0,2014
11,Tennessee,78,11,Iowa,65,0,2014
1,Wichita State,64,16,Cal Poly,37,64,2014
2,Michigan,57,15,Wofford,40,64,2014
14,Mercer,78,3,Duke,71,64,2014
4,Louisville,71,13,Manhattan,64,64,2014
5,Saint Louis,83,12,NC State,80,64,2014
11,Tennessee,86,6,UMass,67,64,2014
7,Texas,87,10,Arizona State,85,64,2014
8,Kentucky,56,9,Kansas State,49,64,2014
1,Arizona,68,16,Weber State,59,64,2014
2,Wisconsin,75,15,American,35,64,2014
3,Creighton,76,14,Louisiana,66,64,2014
4,San Diego State,73,13,New Mexico State,69,64,2014
12,North Dakota State,80,5,Oklahoma,75,64,2014
6,Baylor,74,11,Nebraska,60,64,2014
7,Oregon,87,10,BYU,68,64,2014
8,Gonzaga,85,9,Oklahoma State,77,64,2014
1,Virginia,70,16,Coastal Carolina,59,64,2014
2,Villanova,73,15,Milwaukee,53,64,2014
3,Iowa State,93,14,North Carolina Central,75,64,2014
4,Michigan State,93,13,Delaware,78,64,2014
12,Harvard,61,5,Cincinnati,57,64,2014
6,North Carolina,79,11,Providence,77,64,2014
7,UConn,89,10,Saint Joseph's,81,64,2014
8,Memphis,71,9,George Washington,66,64,2014
1,Florida,67,16,Albany,55,64,2014
2,Kansas,80,15,Eastern Kentucky,69,64,2014
3,Syracuse,77,14,Western Michigan,53,64,2014
4,UCLA,76,13,Tulsa,59,64,2014
12,Stephen F. Austin,77,5,VCU,75,64,2014
11,Dayton,60,6,Ohio State,59,64,2014
10,Stanford,58,7,New Mexico,53,64,2014
9,Pittsburgh,77,8,Colorado,48,64,2014
8,Kentucky,78,1,Wichita State,76,32,2014
2,Michigan,79,7,Texas,65,32,2014
11,Tennessee,83,14,Mercer,63,32,2014
4,Louisville,66,5,Saint Louis,51,32,2014
1,Arizona,84,8,Gonzaga,61,32,2014
2,Wisconsin,85,7,Oregon,77,32,2014
6,Baylor,85,3,Creighton,55,32,2014
4,San Diego State,63,12,North Dakota State,44,32,2014
1,Virginia,78,8,Memphis,60,32,2014
7,UConn,77,7,Villanova,65,32,2014
6,Iowa State,85,6,North Carolina,83,32,2014
4,Michigan State,80,12,Harvard,73,32,2014
1,Florida,61,9,Pittsburgh,45,32,2014
10,Stanford,60,2,Kansas,57,32,2014
11,Dayton,55,3,Syracuse,53,32,2014
4,UCLA,77,12,Stephen F. Austin,65,32,2014
8,Kentucky,74,4,Louisville,69,16,2014
2,Michigan,73,11,Tennessee,71,16,2014
1,Arizona,70,4,San Diego State,64,16,2014
2,Wisconsin,69,6,Baylor,52,16,2014
4,Michigan State,61,1,Virginia,59,16,2014
7,UConn,81,3,Iowa State,76,16,2014
1,Florida,79,4,UCLA,68,16,2014
11,Dayton,82,10,Stanford,72,16,2014
8,Kentucky,75,2,Michigan,72,8,2014
2,Wisconsin,64,1,Arizona,63,8,2014
7,UConn,60,4,Michigan State,54,8,2014
1,Florida,62,11,Dayton,52,8,2014
7,UConn,63,1,Florida,53,4,2014
8,Kentucky,74,2,Wisconsin,73,4,2014
7,UConn,60,8,Kentucky,54,2,2014
11,Dayton,56,11,Boise State,55,0,2015
16,Robert Morris,81,16,North Florida,77,0,2015
11,Ole Miss,94,11,BYU,90,0,2015
16,Hampton,74,16,Manhattan,64,0,2015
1,Kentucky,79,16,Hampton,56,64,2015
2,Kansas,75,15,New Mexico State,56,64,2015
3,Notre Dame,69,14,Northeastern,65,64,2015
4,Maryland,65,13,Valparaiso,62,64,2015
5,West Virginia,68,12,Buffalo,62,64,2015
6,Butler,56,11,Texas,48,64,2015
7,Wichita State,81,10,Indiana,76,64,2015
8,Cincinnati,66,9,Purdue,65,64,2015
1,Wisconsin,86,16,Coastal Carolina,72,64,2015
2,Arizona,93,15,Texas Southern,72,64,2015
14,Georgia State,57,3,Baylor,56,64,2015
4,North Carolina,67,13,Harvard,65,64,2015
5,Arkansas,56,12,Wofford,53,64,2015
6,Xavier,76,11,Ole Miss,57,64,2015
10,Ohio State,75,7,VCU,72,64,2015
8,Oregon,79,9,Oklahoma State,73,64,2015
1,Villanova,93,16,Lafayette,52,64,2015
2,Virginia,79,15,Belmont,67,64,2015
3,Oklahoma,69,14,Albany,60,64,2015
4,Louisville,57,13,UC Irvine,55,64,2015
5,Northern Iowa,71,12,Wyoming,54,64,2015
11,Dayton,66,6,Providence,53,64,2015
7,Michigan State,70,10,Georgia,63,64,2015
8,NC State,66,9,LSU,65,64,2015
1,Duke,85,16,Robert Morris,56,64,2015
2,Gonzaga,86,15,North Dakota State,76,64,2015
14,UAB,60,3,Iowa State,59,64,2015
4,Georgetown,84,13,Eastern Washington,74,64,2015
5,Utah,57,12,Stephen F. Austin,50,64,2015
11,UCLA,60,6,SMU,59,64,2015
7,Iowa,83,10,Davidson,52,64,2015
8,San Diego State,76,9,St. John's,64,64,2015
1,Kentucky,64,8,Cincinnati,51,32,2015
7,Wichita State,78,2,Kansas,65,32,2015
3,Notre Dame,67,6,Butler,64,32,2015
5,West Virginia,69,4,Maryland,59,32,2015
1,Wisconsin,72,8,Oregon,65,32,2015
2,Arizona,73,10,Ohio State,58,32,2015
6,Xavier,75,14,Georgia State,67,32,2015
4,North Carolina,87,5,Arkansas,78,32,2015
8,NC State,71,1,Villanova,68,32,2015
7,Michigan State,60,2,Virginia,54,32,2015
3,Oklahoma,72,11,Dayton,66,32,2015
4,Louisville,66,5,Northern Iowa,53,32,2015
1,Duke,68,8,San Diego State,49,32,2015
2,Gonzaga,87,7,Iowa,68,32,2015
11,UCLA,92,14,UAB,75,32,2015
5,Utah,75,4,Georgetown,64,32,2015
1,Kentucky,78,5,West Virginia,39,16,2015
3,Notre Dame,81,7,Wichita State,70,16,2015
1,Wisconsin,79,4,North Carolina,72,16,2015
2,Arizona,68,6,Xavier,60,16,2015
4,Louisville,75,8,NC State,65,16,2015
7,Michigan State,62,3,Oklahoma,58,16,2015
1,Duke,63,5,Utah,57,16,2015
2,Gonzaga,74,11,UCLA,62,16,2015
1,Kentucky,68,3,Notre Dame,66,8,2015
1,Wisconsin,85,2,Arizona,78,8,2015
7,Michigan State,76,4,Louisville,70,8,2015
1,Duke,66,2,Gonzaga,52,8,2015
1,Duke,81,7,Michigan State,61,4,2015
1,Wisconsin,71,1,Kentucky,64,4,2015
1,Duke,68,1,Wisconsin,63,2,2015
16,Florida Gulf Coast,96,16,Fairleigh Dickinson,65,0,2016
11,Michigan,67,11,Tulsa,62,0,2016
16,Holy Cross,59,16,Southern,55,0,2016
11,Wichita State,70,11,Vanderbilt,50,0,2016
1,North Carolina,83,16,Florida Gulf Coast,67,64,2016
2,Xavier,71,15,Weber State,53,64,2016
14,Stephen F. Austin,70,3,West Virginia,56,64,2016
4,Kentucky,85,13,Stony Brook,57,64,2016
5,Indiana,99,12,Chattanooga,74,64,2016
6,Notre Dame,70,11,Michigan,63,64,2016
7,Wisconsin,47,10,Pittsburgh,43,64,2016
9,Providence,70,8,Southern California,69,64,2016
1,Oregon,91,16,Holy Cross,52,64,2016
2,Oklahoma,82,15,Cal State Bakersfield,68,64,2016
3,Texas A&M,92,14,Green Bay,65,64,2016
4,Duke,93,13,UNC Wilmington,85,64,2016
12,Yale,79,5,Baylor,75,64,2016
11,Northern Iowa,75,6,Texas,72,64,2016
10,VCU,75,7,Oregon State,67,64,2016
8,Saint Joseph's,78,9,Cincinnati,76,64,2016
1,Kansas,105,16,Austin Peay,79,64,2016
2,Villanova,86,15,UNC Asheville,56,64,2016
3,Miami (Fla.),79,14,Buffalo,72,64,2016
13,Hawai'i,77,4,California,66,64,2016
5,Maryland,79,12,South Dakota State,74,64,2016
11,Wichita State,65,6,Arizona,55,64,2016
7,Iowa,72,10,Temple,70,64,2016
9,UConn,74,8,Colorado,67,64,2016
1,Virginia,81,16,Hampton,45,64,2016
15,Middle Tennessee,90,2,Michigan State,81,64,2016
3,Utah,80,14,Fresno State,69,64,2016
4,Iowa State,94,13,Iona,81,64,2016
12,Little Rock,85,5,Purdue,83,64,2016
11,Gonzaga,68,6,Seton Hall,52,64,2016
10,Syracuse,70,7,Dayton,51,64,2016
9,Butler,71,8,Texas Tech,61,64,2016
1,North Carolina,85,9,Providence,66,32,2016
7,Wisconsin,66,2,Xavier,63,32,2016
5,Indiana,73,4,Kentucky,67,32,2016
6,Notre Dame,76,14,Stephen F. Austin,75,32,2016
1,Oregon,69,8,Saint Joseph's,64,32,2016
2,Oklahoma,85,10,VCU,81,32,2016
3,Texas A&M,92,11,Northern Iowa,88,32,2016
4,Duke,71,12,Yale,64,32,2016
1,Kansas,73,9,UConn,61,32,2016
2,Villanova,87,7,Iowa,68,32,2016
3,Miami (Fla.),65,11,Wichita State,57,32,2016
5,Maryland,73,13,Hawai'i,60,32,2016
1,Virginia,77,9,Butler,69,32,2016
11,Gonzaga,82,3,Utah,59,32,2016
4,Iowa State,78,12,Little Rock,61,32,2016
10,Syracuse,75,15,Middle Tennessee,50,32,2016
1,North Carolina,101,5,Indiana,86,16,2016
6,Notre Dame,61,7,Wisconsin,56,16,2016
1,Oregon,82,4,Duke,68,16,2016
2,Oklahoma,77,3,Texas A&M,63,16,2016
1,Kansas,79,5,Maryland,63,16,2016
2,Villanova,92,3,Miami (Fla.),69,16,2016
1,Virginia,84,4,Iowa State,71,16,2016
10,Syracuse,63,11,Gonzaga,60,16,2016
1,North Carolina,88,6,Notre Dame,74,8,2016
2,Oklahoma,80,1,Oregon,68,8,2016
2,Villanova,64,1,Kansas,59,8,2016
10,Syracuse,68,1,Virginia,62,8,2016
1,North Carolina,83,10,Syracuse,66,4,2016
2,Villanova,95,2,Oklahoma,51,4,2016
2,Villanova,77,1,North Carolina,74,2,2016
16,Mount St. Mary's,67,16,New Orleans,66,0,2017
11,Southern California,75,11,Providence,71,0,2017
16,UC Davis,67,16,N.C. Central,63,0,2017
11,Kansas State,95,11,Wake Forest,88,0,2017
1,Villanova,76,16,Mount St. Mary's,56,64,2017
2,Duke,87,15,Troy,65,64,2017
3,Baylor,91,14,New Mexico State,73,64,2017
4,Florida,80,13,East Tennessee State,65,64,2017
5,Virginia,76,12,UNC Wilmington,71,64,2017
11,Southern California,66,6,SMU,65,64,2017
7,South Carolina,93,10,Marquette,73,64,2017
8,Wisconsin,84,9,Virginia Tech,74,64,2017
1,Gonzaga,66,16,South Dakota State,46,64,2017
2,Arizona,100,15,North Dakota,82,64,2017
3,Florida State,86,14,Florida Gulf Coast,80,64,2017
4,West Virginia,86,13,Bucknell,80,64,2017
5,Notre Dame,60,12,Princeton,58,64,2017
11,Xavier,76,6,Maryland,65,64,2017
7,Saint Mary's,85,10,VCU,77,64,2017
8,Northwestern,68,9,Vanderbilt,66,64,2017
1,North Carolina,103,16,Texas Southern,64,64,2017
2,Kentucky,79,15,Northern Kentucky,70,64,2017
3,UCLA,97,14,Kent State,80,64,2017
4,Butler,76,13,Winthrop,64,64,2017
12,Middle Tennessee,81,5,Minnesota,72,64,2017
6,Cincinnati,75,11,Kansas State,61,64,2017
10,Wichita State,64,7,Dayton,58,64,2017
8,Arkansas,77,9,Seton Hall,71,64,2017
1,Kansas,100,16,UC Davis,62,64,2017
2,Louisville,78,15,Jacksonville State,63,64,2017
3,Oregon,93,14,Iona,77,64,2017
4,Purdue,80,13,Vermont,70,64,2017
5,Iowa State,84,12,Nevada,73,64,2017
11,Rhode Island,84,6,Creighton,72,64,2017
7,Michigan,92,10,Oklahoma State,91,64,2017
9,Michigan State,78,8,Miami (Fla.),58,64,2017
8,Wisconsin,65,1,Villanova,62,32,2017
7,South Carolina,88,2,Duke,81,32,2017
3,Baylor,82,11,Southern California,78,32,2017
4,Florida,65,5,Virginia,39,32,2017
1,Gonzaga,79,8,Northwestern,73,32,2017
2,Arizona,69,7,Saint Mary's,60,32,2017
11,Xavier,91,3,Florida State,66,32,2017
4,West Virginia,83,5,Notre Dame,71,32,2017
1,North Carolina,72,8,Arkansas,65,32,2017
2,Kentucky,65,10,Wichita State,62,32,2017
3,UCLA,79,6,Cincinnati,67,32,2017
4,Butler,74,12,Middle Tennessee,65,32,2017
1,Kansas,90,9,Michigan State,70,32,2017
7,Michigan,73,2,Louisville,69,32,2017
3,Oregon,75,11,Rhode Island,72,32,2017
4,Purdue,80,5,Iowa State,76,32,2017
4,Florida,84,8,Wisconsin,83,16,2017
7,South Carolina,70,3,Baylor,50,16,2017
1,Gonzaga,61,4,West Virginia,58,16,2017
11,Xavier,73,2,Arizona,71,16,2017
1,North Carolina,92,4,Butler,80,16,2017
2,Kentucky,86,3,UCLA,75,16,2017
1,Kansas,98,4,Purdue,66,16,2017
3,Oregon,69,7,Michigan,68,16,2017
7,South Carolina,77,4,Florida,70,8,2017
1,Gonzaga,83,11,Xavier,59,8,2017
1,North Carolina,75,2,Kentucky,73,8,2017
3,Oregon,74,1,Kansas,60,8,2017
1,Gonzaga,77,7,South Carolina,73,4,2017
1,North Carolina,77,3,Oregon,76,4,2017
1,North Carolina,71,1,Gonzaga,65,2,2017
16,Radford,71,16,LIU,61,0,2018
11,St. Bonaventure,65,11,UCLA,58,0,2018
16,Texas Southern,64,16,N.C. Central,46,0,2018
11,Syracuse,60,11,Arizona State,56,0,2018
1,Villanova,87,16,Radford,61,64,2018
2,Purdue,74,15,Cal State Fullerton,48,64,2018
3,Texas Tech,70,14,Stephen F. Austin,60,64,2018
13,Marshall,81,4,Wichita State,75,64,2018
5,West Virginia,85,12,Murray State,68,64,2018
6,Florida,77,11,St. Bonaventure,62,64,2018
10,Butler,79,7,Arkansas,62,64,2018
9,Alabama,86,8,Virginia Tech,83,64,2018
1,Xavier,102,16,Texas Southern,82,64,2018
2,North Carolina,84,15,Lipscomb,66,64,2018
3,Michigan,61,14,Montana,47,64,2018
4,Gonzaga,68,13,UNC Greensboro,64,64,2018
5,Ohio State,81,12,South Dakota State,73,64,2018
6,Houston,67,11,San Diego State,65,64,2018
7,Texas A&M,73,10,Providence,69,64,2018
9,Florida State,67,8,Missouri,54,64,2018
16,UMBC,74,1,Virginia,54,64,2018
2,Cincinnati,68,15,Georgia State,53,64,2018
3,Tennessee,73,14,Wright State,47,64,2018
13,Buffalo,89,4,Arizona,68,64,2018
5,Kentucky,78,12,Davidson,73,64,2018
11,Loyola Chicago,64,6,Miami (Fla.),62,64,2018
7,Nevada,87,10,Texas,83,64,2018
9,Kansas State,69,8,Creighton,59,64,2018
1,Kansas,76,16,Pennsylvania,60,64,2018
2,Duke,89,15,Iona,67,64,2018
3,Michigan State,82,14,Bucknell,78,64,2018
4,Auburn,62,13,College of Charleston,58,64,2018
5,Clemson,79,12,New Mexico State,68,64,2018
11,Syracuse,57,6,TCU,52,64,2018
7,Rhode Island,83,10,Oklahoma,78,64,2018
8,Seton Hall,94,9,NC State,83,64,2018
1,Villanova,81,9,Alabama,58,32,2018
2,Purdue,76,10,Butler,73,32,2018
3,Texas Tech,69,6,Florida,66,32,2018
5,West Virginia,94,13,Marshall,71,32,2018
9,Florida State,75,1,Xavier,70,32,2018
7,Texas A&M,86,2,North Carolina,65,32,2018
3,Michigan,64,6,Houston,63,32,2018
4,Gonzaga,90,5,Ohio State,84,32,2018
9,Kansas State,50,16,UMBC,43,32,2018
7,Nevada,75,2,Cincinnati,73,32,2018
11,Loyola Chicago,63,3,Tennessee,62,32,2018
5,Kentucky,95,13,Buffalo,75,32,2018
1,Kansas,83,8,Seton Hall,79,32,2018
2,Duke,87,7,Rhode Island,62,32,2018
11,Syracuse,55,3,Michigan State,53,32,2018
5,Clemson,84,4,Auburn,53,32,2018
1,Villanova,90,5,West Virginia,78,16,2018
3,Texas Tech,78,2,Purdue,65,16,2018
9,Florida State,75,4,Gonzaga,60,16,2018
3,Michigan,99,7,Texas A&M,72,16,2018
9,Kansas State,61,5,Kentucky,58,16,2018
11,Loyola Chicago,69,7,Nevada,68,16,2018
1,Kansas,80,5,Clemson,76,16,2018
2,Duke,69,11,Syracuse,65,16,2018
1,Villanova,71,3,Texas Tech,59,8,2018
3,Michigan,58,9,Florida State,54,8,2018
11,Loyola Chicago,78,9,Kansas State,62,8,2018
1,Kansas,85,2,Duke,81,8,2018
1,Villanova,95,1,Kansas,79,4,2018
3,Michigan,69,11,Loyola Chicago,57,4,2018
1,Villanova,79,3,Michigan,62,2,2018
16,North Dakota State,78,16,N.C. Central,74,0,2019
11,Belmont,81,11,Temple,70,0,2019
16,Fairleigh Dickinson,82,16,Prairie View A&M,76,0,2019
11,Arizona State,74,11,St. John's,65,0,2019
1,Duke,85,16,North Dakota State,62,64,2019
2,Michigan State,76,15,Bradley,65,64,2019
3,LSU,79,14,Yale,74,64,2019
4,Virginia Tech,66,13,Saint Louis,52,64,2019
12,Liberty,80,5,Mississippi State,76,64,2019
6,Maryland,79,11,Belmont,77,64,2019
10,Minnesota,86,7,Louisville,76,64,2019
9,UCF,73,8,VCU,58,64,2019
1,Gonzaga,87,16,Fairleigh Dickinson,49,64,2019
2,Michigan,74,15,Montana,55,64,2019
3,Texas Tech,72,14,Northern Kentucky,57,64,2019
4,Florida State,76,13,Vermont,69,64,2019
12,Murray State,83,5,Marquette,64,64,2019
6,Buffalo,91,11,Arizona State,74,64,2019
10,Florida,70,7,Nevada,61,64,2019
9,Baylor,78,8,Syracuse,69,64,2019
1,Virginia,71,16,Gardner-Webb,56,64,2019
2,Tennessee,77,15,Colgate,70,64,2019
3,Purdue,61,14,Old Dominion,48,64,2019
13,UC Irvine,70,4,Kansas State,64,64,2019
12,Oregon,72,5,Wisconsin,54,64,2019
6,Villanova,61,11,Saint Mary's,57,64,2019
10,Iowa,79,7,Cincinnati,72,64,2019
9,Oklahoma,95,8,Ole Miss,72,64,2019
1,North Carolina,88,16,Iona,73,64,2019
2,Kentucky,79,15,Abilene Christian,44,64,2019
3,Houston,84,14,Georgia State,55,64,2019
4,Kansas,87,13,Northeastern,53,64,2019
5,Auburn,78,12,New Mexico State,77,64,2019
11,Ohio State,62,6,Iowa State,59,64,2019
7,Wofford,84,10,Seton Hall,68,64,2019
9,Washington,78,8,Utah State,61,64,2019
1,Duke,77,9,UCF,76,32,2019
2,Michigan State,70,10,Minnesota,50,32,2019
3,LSU,69,6,Maryland,67,32,2019
4,Virginia Tech,67,12,Liberty,58,32,2019
1,Gonzaga,83,9,Baylor,71,32,2019
2,Michigan,64,10,Florida,49,32,2019
3,Texas Tech,78,6,Buffalo,58,32,2019
4,Florida State,90,12,Murray State,62,32,2019
1,Virginia,63,9,Oklahoma,51,32,2019
2,Tennessee,83,10,Iowa,77,32,2019
3,Purdue,87,6,Villanova,61,32,2019
12,Oregon,73,13,UC Irvine,54,32,2019
1,North Carolina,81,9,Washington,59,32,2019
2,Kentucky,62,10,Wofford,56,32,2019
3,Houston,74,11,Ohio State,59,32,2019
5,Auburn,89,4,Kansas,75,32,2019
1,Duke,75,4,Virginia Tech,73,16,2019
2,Michigan State,80,3,LSU,63,16,2019
1,Gonzaga,72,4,Florida State,58,16,2019
3,Texas Tech,63,2,Michigan,44,16,2019
1,Virginia,53,12,Oregon,49,16,2019
3,Purdue,99,2,Tennessee,94,16,2019
5,Auburn,97,1,North Carolina,80,16,2019
2,Kentucky,62,3,Houston,58,16,2019
2,Michigan State,68,1,Duke,67,8,2019
3,Texas Tech,75,1,Gonzaga,69,8,2019
1,Virginia,80,3,Purdue,75,8,2019
5,Auburn,77,2,Kentucky,71,8,2019
1,Virginia,63,5,Auburn,62,4,2019
3,Texas Tech,61,2,Michigan State,51,4,2019
1,Virginia,85,3,Texas Tech,77,2,2019
16,Texas Southern,60,16,Mt. St. Mary's,52,0,2021
16,Norfolk St.,54,16,App. St.,53,0,2021
11,UCLA,86,11,Michigan St.,80,0,2021
11,Drake,53,11,Wichita St.,52,0,2021
1,Illinois,78,16,Drexel,49,64,2021
8,Loyola Chicago,71,9,Georgia Tech,60,64,2021
12,Oregon St.,70,5,Tennessee,56,64,2021
4,Oklahoma St.,69,13,Liberty,60,64,2021
11,Syracuse,78,6,San Diego St.,62,64,2021
3,West Virginia,84,14,Morehead St.,67,64,2021
10,Rutgers,60,7,Clemson,56,64,2021
2,Houston,87,15,Cleveland St.,56,64,2021
1,Gonzaga,98,16,Norfolk St.,55,64,2021
8,Oklahoma,72,9,Missouri,68,64,2021
5,Creighton,63,12,UCSB,62,64,2021
13,Ohio,62,4,Virginia,58,64,2021
6,USC,72,11,Drake,56,64,2021
3,Kansas,93,14,Eastern Wash.,84,64,2021
7,Oregon,0,10,VCU,0,64,2021
2,Iowa,86,15,Grand Canyon,74,64,2021
1,Michigan,82,16,Texas Southern,66,64,2021
8,LSU,76,9,St. Bonaventure,61,64,2021
5,Colorado,96,12,Georgetown,73,64,2021
4,Florida St.,64,13,UNC Greensboro,54,64,2021
11,UCLA,73,6,BYU,62,64,2021
14,Abilene Christian,53,3,Texas,52,64,2021
10,Maryland,63,7,UConn,54,64,2021
2,Alabama,68,15,Iona,55,64,2021
1,Baylor,79,16,Hartford,55,64,2021
9,Wisconsin,85,8,North Carolina,62,64,2021
5,Villanova,73,12,Winthrop,63,64,2021
13,North Texas,78,4,Purdue,69,64,2021
6,Texas Tech,65,11,Utah St.,53,64,2021
3,Arkansas,85,14,Colgate,68,64,2021
7,Florida,75,10,Virginia Tech,70,64,2021
15,Oral Roberts,75,2,Ohio State,72,64,2021
8,Loyola Chicago,71,1,Illinois,58,32,2021
12,Oregon St.,80,4,Oklahoma St.,70,32,2021
11,Syracuse,75,3,West Virginia,72,32,2021
2,Houston,63,10,Rutgers,60,32,2021
1,Gonzaga,87,8,Oklahoma,71,32,2021
5,Creighton,72,13,Ohio,58,32,2021
6,USC,85,3,Kansas,51,32,2021
7,Oregon,95,2,Iowa,80,32,2021
1,Michigan,86,8,LSU,78,32,2021
4,Florida St.,71,5,Colorado,53,32,2021
11,UCLA,67,14,Abilene Christian,47,32,2021
2,Alabama,96,10,Maryland,77,32,2021
1,Baylor,76,9,Wisconsin,63,32,2021
5,Villanova,84,13,North Texas,61,32,2021
3,Arkansas,68,6,Texas Tech,66,32,2021
15,Oral Roberts,81,7,Florida,78,32,2021
12,Oregon St.,65,8,Loyola Chicago,58,16,2021
2,Houston,62,11,Syracuse,46,16,2021
1,Gonzaga,83,5,Creighton,65,16,2021
6,USC,82,7,Oregon,68,16,2021
1,Michigan,76,4,Florida St.,58,16,2021
11,UCLA,88,2,Alabama,78,16,2021
1,Baylor,62,5,Villanova,51,16,2021
3,Arkansas,72,15,Oral Roberts,70,16,2021
2,Houston,67,12,Oregon St.,61,8,2021
1,Gonzaga,85,6,USC,66,8,2021
11,UCLA,51,1,Michigan,49,8,2021
1,Baylor,81,3,Arkansas,72,8,2021
1,Baylor,78,2,Houston,59,4,2021
1,Gonzaga,93,11,UCLA,90,4,2021
1,Baylor,86,1,Gonzaga,70,2,2021
12,Indiana,66,12,Wyoming,58,0,2022
16,Wright State,93,16,Bryant,82,0,2022
11,Notre Dame,89,11,Rutgers,87,0,2022
16,Texas Southern,76,16,Tex. A&M CC,67,0,2022
1,Kansas,83,16,Texas Southern,56,64,2022
9,Creighton,72,8,San Diego St.,69,64,2022
12,Richmond,67,5,Iowa,63,64,2022
4,Providence,66,13,S. Dakota St.,57,64,2022
11,Iowa St.,59,6,LSU,54,64,2022
3,Wisconsin,67,14,Colgate,60,64,2022
10,Miami (FL),68,7,USC,66,64,2022
2,Auburn,80,15,Jacksonville St.,61,64,2022
1,Gonzaga,93,16,Georgia St.,72,64,2022
9,Memphis,64,8,Boise St.,53,64,2022
12,New Mexico St.,70,5,UConn,63,64,2022
4,Arkansas,75,13,Vermont,71,64,2022
11,Notre Dame,78,6,Alabama,64,64,2022
3,Texas Tech,97,14,Montana St.,62,64,2022
7,Michigan St.,74,10,Davidson,73,64,2022
2,Duke,78,15,Cal St. Fullerton,61,64,2022
1,Baylor,85,16,Norfolk St.,49,64,2022
8,North Carolina,95,9,Marquette,63,64,2022
5,St. Mary’s,82,12,Indiana,53,64,2022
4,UCLA,57,13,Akron,53,64,2022
6,Texas,81,11,Virginia Tech,73,64,2022
3,Purdue,78,14,Yale,56,64,2022
7,Murray St.,92,10,San Francisco,87,64,2022
15,St. Peter’s,85,2,Kentucky,79,64,2022
1,Arizona,87,16,Wright State,70,64,2022
9,TCU,69,8,Seton Hall,42,64,2022
5,Houston,82,12,UAB,68,64,2022
4,Illinois,54,13,Chattanooga,53,64,2022
11,Michigan,75,6,Colorado St.,63,64,2022
3,Tennessee,88,14,Longwood,56,64,2022
7,Ohio St.,54,10,Loyola Chicago,41,64,2022
2,Villanova,80,15,Delaware,60,64,2022
1,Kansas,79,9,Creighton,71,32,2022
4,Providence,79,12,Richmond,51,32,2022
11,Iowa St.,54,3,Wisconsin,49,32,2022
10,Miami (FL),79,2,Auburn,61,32,2022
1,Gonzaga,82,9,Memphis,78,32,2022
4,Arkansas,53,12,New Mexico St.,48,32,2022
3,Texas Tech,59,11,Notre Dame,53,32,2022
2,Duke,85,7,Michigan St.,76,32,2022
8,North Carolina,93,1,Baylor,86,32,2022
4,UCLA,72,5,St. Mary’s,56,32,2022
3,Purdue,81,6,Texas,71,32,2022
15,St. Peter’s,70,7,Murray St.,60,32,2022
1,Arizona,85,9,TCU,80,32,2022
5,Houston,68,4,Illinois,53,32,2022
11,Michigan,76,3,Tennessee,68,32,2022
2,Villanova,71,7,Ohio St.,61,32,2022
1,Kansas,66,4,Providence,61,16,2022
